¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï©¾©ú«n¸ô101~150¸¹,14.19,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0951222,155.71,3,2,2,¦³,¦³,12680000,81433,©Y¹D¥­­±,25.26,0
ªF°Ï,¤g¦a,§ò·Ë¬q301~350¦a¸¹,179.58,¦í,,,10209,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8473600,47186,,0.0,0
«n°Ï,¤g¦a,¾ð¤l¸}¬q1651~1700¦a¸¹,82.08,¨ä¥L,¤u·~°Ï,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4586104,55874,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤½¯q¸ô301~350¸¹,6.24,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,016,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830825,79.2,3,2,2,¦³,¦³,3830000,48359,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤å¤ß«n¤Q¸ô115«Ñ1~50¸¹,13.3,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0890829,123.92,3,2,2,¦³,¦³,6660000,53744,©Y¹D¾÷±ñ,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï©¾©ú«n¸ô1~50¸¹,7.12,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0820602,69.55,1,1,1,¦³,¦³,2900000,41697,,0.0,0
«n°Ï,¤g¦a,³»¾ô¤lÀY¬q401~450¦a¸¹,12.92,¨ä¥L,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,460000,35604,,0.0,0
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°ÏªF­^¤Q¤@µó51~100¸¹,12.47,¦í,,,10210,¤g¦a1«Øª«2¨®¦ì0,¤C¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830714,99.91,3,2,2,¦³,¦³,3650000,36533,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤½¥¿¸ô151~200¸¹,87.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,,116.26,4,2,1,¦³,µL,11000000,94616,,0.0,0
«n°Ï,¤g¦a,¾ð¤l¸}¬q1651~1700¦a¸¹,135.42,¨ä¥L,¤u·~°Ï,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7624557,56303,,0.0,0
¦è°Ï,¤g¦a,³Â¶éÀY¬q151~200¦a¸¹,21.0,¨ä¥L,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1101555,52455,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¾Ç©²¸ô101~150¸¹,6.34,¦í,,,10211,¤g¦a3«Øª«1¨®¦ì0,¤»¼h,007,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700911,25.61,1,1,1,¦³,µL,1000000,39047,,0.0,0
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°Ï¦Û¥Ñ¸ô¤T¬q1~50¸¹,11.38,°Ó,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1000105,135.07999999999998,2,2,1,¦³,¦³,6000000,44418,©Y¹D¥­­±,0.0,0
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¤j¸Ûµó51~100¸¹,2.4,°Ó,,,10211,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821105,30.509999999999998,1,0,1,¦³,¦³,1070000,35070,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ïºë¸Û¸ô201~250¸¹,87.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0710615,252.63,5,2,4,¦³,µL,26000000,102917,,0.0,0
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¬h¤t¨½¦N²»µó1~50¸¹,2.24,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,012,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780623,28.73,1,0,1,¦³,¦³,800000,27845,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¾ð¼w¨½¤å¤ß«n¸ô501~550¸¹,13.59,¦í,,,10004,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020818,123.39,2,2,2,¦³,¦³,5460000,44250,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¾ð¼w¨½¤å¤ß«n¸ô501~550¸¹,20.56,¦í,,,10109,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020818,186.51999999999998,3,2,2,¦³,¦³,9500000,53379,©Y¹D¥­­±,30.09,1150000
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤å¤ß«n¸ô551~600¸¹,20.56,¦í,,,10109,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020818,186.51999999999998,3,2,2,¦³,¦³,9500000,53379,©Y¹D¥­­±,30.09,1150000
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¥_¸ô501~550¸¹,12.14,¦í,¦í¦v°Ï,,10210,¤g¦a2«Øª«1¨®¦ì0,¤Q¤G¼h,017,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831118,123.28,3,2,2,¦³,¦³,5500000,44614,©Y¹D¾÷±ñ,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï©¾©ú«n¸ô401~450¸¹,15.43,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0701231,78.23,3,2,1,¦³,µL,3400000,43462,,0.0,0
¦è°Ï,¤g¦a,³Â¶éÀY¬q151~200¦a¸¹,15.0,¨ä¥L,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,550000,36667,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï©¾©ú«n¸ô1301~1350¸¹,96.0,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0571019,105.04,3,2,2,¦³,µL,4000000,38081,,0.0,0
¦è°Ï,¤g¦a,¤g®w¬q1~50¦a¸¹,25.45,¨ä¥L,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1548008,60825,,0.0,0
«n°Ï,¤g¦a,³»¾ô¤lÀY¬q51~100¦a¸¹,44.0,¨ä¥L,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1734656,39424,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¾Ç©²¸ô147«Ñ1~50¸¹,10.14,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831228,107.35,3,2,2,¦³,¦³,5000000,46577,©Y¹D¾÷±ñ,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤j¦Pµó151~200¸¹,15.91,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870501,142.25,3,2,2,¦³,¦³,9000000,63269,©Y¹D¥­­±,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï©¾©ú«n¸ô759«Ñ1~50¸¹,13.77,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870507,106.2,3,2,2,¦³,¦³,4880000,45951,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤j©¾«nµó51~100¸¹,12.19,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960705,136.51,3,2,2,¦³,¦³,9200000,67394,©Y¹D¥­­±,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï©¾©ú«n¸ô730«Ñ1~50¸¹,34.53,¦í,,,10210,¤g¦a1«Øª«2¨®¦ì2,¤@¼h¡A¤G¼h¡AÃM¼Ó,020,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840429,369.58,7,0,8,¦³,¦³,14500000,39234,©Y¹D¥­­±,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤T¥Á¸ô¤@¬q50«Ñ1~50¸¹,2.77,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¤Q¤T¼h,019,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840113,36.31,0,0,0,µL,¦³,860000,23685,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¤­Åv«n¸ô451~500¸¹,5.44,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970121,70.6,2,0,2,¦³,¦³,4070000,57649,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¾ð¸q¸ô101~150¸¹,76.19,¦í,¦í¦v°Ï,,10211,¤g¦a3«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0930512,230.13,4,3,3,¦³,µL,12500000,54317,,0.0,0
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï¤j«iµó51~100¸¹,14.62,°Ó,,,10211,¤g¦a2«Øª«1¨®¦ì0,¤T¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840220,123.76,3,2,1,¦³,¦³,3700000,29897,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï´_¿³¸ô¤G¬q135«Ñ1~50¸¹,30.18,¦í,,,10210,¤g¦a3«Øª«1¨®¦ì0,¤­¼h¡A§¨¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0740723,143.75,4,2,2,¦³,µL,3200000,22261,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï±ö¤tªF¸ô¤G¬q1~50¸¹,10.28,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,011,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0710225,77.34,0,1,1,¦³,¦³,3000000,38790,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¬ü§ø¸ô¤@¬q755«Ñ1~50¸¹,118.0,¦í,,,10210,¤g¦a2«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0600311,106.08,2,1,1,¦³,µL,4000000,37707,,0.0,0
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¤j¸Ûµó11«Ñ1~50¸¹,142.2,°Ó,,,10207,¤g¦a1«Øª«2¨®¦ì0,¤@¼h¡A¤G¼h,002,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0590110,226.19,5,3,4,¦³,¦³,2000000,8842,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤u¾Ç¤@µó151~200¸¹,22.81,¦í,,,10211,¤g¦a1«Øª«2¨®¦ì1,¤E¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870930,151.25,2,2,1,¦³,¦³,5800000,38350,©Y¹D¥­­±,0.0,0
¤¤°Ï,¤g¦a,­«¼y¬q¤­¤p¬q51~100¦a¸¹,6.65,°Ó,,,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,576967,86762,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï©¾©ú«n¸ô551~600¸¹,12.24,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940602,137.34,3,2,2,¦³,¦³,8320000,60580,©Y¹D¥­­±,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¥Á¥Í¸ô101~150¸¹,2.6,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤Q¤»¼h,022,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0850119,40.1,1,1,1,¦³,¦³,960000,23940,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°ÏµØ¬üµó1~50¸¹,43.81,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0700907,78.5,1,2,1,¦³,µL,8080000,102930,,0.0,0
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï¨|­^¸ô1~50¸¹,60.91,¦í,,,10210,¤g¦a1«Øª«2¨®¦ì0,¥|¼h¡A¤@¼h¡A¤G¼h¡A¤T¼h,004,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850327,213.41,4,3,2,¦³,¦³,9300000,43578,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¬ü§ø¸ô¤@¬q1~50¸¹,12.73,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950501,125.81,2,2,1,¦³,¦³,9780000,77736,©Y¹D¥­­±,13.2,0
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°ÏªF­^¤Q¤­µó260«Ñ1~50¸¹,31.84,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤C¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810508,176.69,3,2,2,¦³,¦³,5300000,29996,©Y¹D¥­­±,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¬ü§ø¸ô¤@¬q576«Ñ1~50¸¹,27.11,¦í,,,10210,¤g¦a3«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0691122,92.22999999999999,3,2,2,¦³,µL,4350000,47165,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¿w¦æ¸ô151~200¸¹,12.0,¦í,,,10210,¤g¦a2«Øª«1¨®¦ì0,¤»¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720730,59.11,2,2,1,¦³,¦³,2500000,42294,,0.0,0
«n°Ï,¤g¦a,³»¾ô¤lÀY¬q51~100¦a¸¹,7.56,¨ä¥L,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,380000,50265,,0.0,0
¦è°Ï,¤g¦a,¤g®w¬q51~100¦a¸¹,184.71,¨ä¥L,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10072508,54531,,0.0,0
ªF°Ï,¤g¦a,ªF¶Õ¤l¬q51~100¦a¸¹,91.0,¨ä¥L,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1800000,19780,,0.0,0
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°ÏÄ~¥úµó1~50¸¹,8.14,°Ó,,,10211,¤g¦a2«Øª«1¨®¦ì0,¤C¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0670529,46.87,2,2,1,¦³,µL,1050000,22402,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ïºë¸Û24µó1~50¸¹,10.65,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821230,90.69999999999999,2,2,1,¦³,¦³,4700000,51819,©Y¹D¥­­±,0.0,0
¥_°Ï,¤g¦a,ÀA§ø¬q51~100¦a¸¹,12.84,¨ä¥L,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,487890,37998,,0.0,0
¥_¤Ù°Ï,¤g¦a,¥_¤Ù¬q251~300¦a¸¹,48.0,¨ä¥L,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1636845,34101,,0.0,0
¥_°Ï,¤g¦a,¤ô·½¬q301~350¦a¸¹,43.0,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5800000,134884,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤­±`µó351~400¸¹,2.86,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,017,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0971128,32.339999999999996,0,0,0,µL,¦³,2030000,62771,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤T¥Á¸ô¤T¬q251~300¸¹,2.08,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,013,®M©Ð(1©Ð1ÆU1½Ã),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0700806,21.240000000000002,1,0,1,¦³,¦³,660000,31073,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ó¶¶¸ô51~100¸¹,109.35,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020502,291.22,5,2,3,¦³,µL,17680000,60710,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ó¶¶¸ô1~50¸¹,107.54,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020502,242.88,5,2,3,¦³,µL,14800000,60935,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ó¶¶¸ô51~100¸¹,108.02,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020502,257.05,5,2,3,¦³,µL,15000000,58354,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªQ©Mµó51~100¸¹,12.96,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,009,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830304,107.24,3,2,2,¦³,¦³,3880000,36181,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°ÏªF¥úªFµó1~50¸¹,13.71,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,017,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831214,108.24,3,2,2,¦³,¦³,2700000,24945,©Y¹D¾÷±ñ,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°ÏªF¥úªFµó51~100¸¹,17.47,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,017,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831214,137.34,4,2,2,¦³,¦³,4160000,30290,©Y¹D¾÷±ñ,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°·¦æ¸ô401~450¸¹,3.96,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,016,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840526,19.42,1,1,1,¦³,¦³,1230000,63337,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¿³¶i¸ô101~150¸¹,10.6,¦í,,,10211,¤g¦a1«Øª«2¨®¦ì0,¤»¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860725,104.52,3,2,2,¦³,¦³,3400000,32530,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤­¤¤«Ñ15§Ë1~50¸¹,22.58,¦í,,,10210,¤g¦a2«Øª«1¨®¦ì0,¤T¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800625,91.67,2,1,1,¦³,¦³,2750000,29999,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥_¤Ù¸ô212«Ñ122§Ë1~50¸¹,115.14,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0980327,261.62,4,3,3,¦³,µL,15000000,57335,,0.0,0
